flood_exposure,flood_boundary_distance,easement_encroachment_pct,lot_coverage_ratio,property_age,num_transfers_5yr,avg_holding_period_years,ownership_anomaly_score,cv_vs_recorded_area_delta,label
0,230.3,0.29,0.255,80,5,13.74,0.651,0.119,0
1,0.0,0.289,0.397,65,2,2.43,0.244,0.098,1
0,432.6,0.081,0.757,36,3,7.2,0.369,0.185,0
0,19.6,0.248,0.854,47,0,19.1,0.102,0.115,0
0,39.2,0.169,0.851,63,0,23.8,0.0,0,0
1,0.0,0.256,0.749,49,5,6.4,0.589,0.121,1
0,100.9,0.005,0.374,69,0,18.3,0.04,0.035,0
0,197.5,0.151,0.535,62,4,6.29,0.429,0.004,1
0,25.6,0.117,0.772,64,0,19.3,0.027,0.116,0
1,0.0,0.011,0.655,78,0,7.4,0.054,0.122,1
0,401.3,0.076,0.679,77,6,7.05,0.402,0.071,0
1,0.0,0.285,0.535,72,6,6.15,0.682,0.082,1
0,374.3,0.277,0.347,73,3,12.6,0.278,0,0
0,36.4,0.342,0.467,65,0,14.0,0.134,0.094,0
1,0.0,0.094,0.682,79,5,4.44,0.6,0.046,1
0,442.8,0.132,0.36,36,2,1.87,0.5,0.008,0
0,362.9,0.008,0.8,36,5,8.33,0.603,0.067,0
0,62.1,0.234,0.674,70,0,25.1,0.0,0.029,0
1,0.0,0.281,0.589,16,6,6.61,0.568,0.068,1
0,454.8,0.175,0.413,16,1,6.86,0.0,0,0
0,250.4,0.217,0.504,76,0,15.1,0.043,0.039,0
0,202.6,0.337,0.364,40,1,4.54,0.137,0.135,0
1,0.0,0.055,0.614,41,1,6.76,0.227,0.144,1
0,42.3,0.058,0.785,80,2,13.59,0.318,0.051,0
0,278.8,0.132,0.986,23,1,9.11,0.185,0.045,0
1,0.0,0.2,0.347,66,2,12.08,0.496,0.079,1
0,412.0,0.049,0.524,7,6,8.21,0.57,0.069,0
1,0.0,0.016,0.756,43,4,14.84,0.678,0,1
0,500.0,0.136,0.766,6,4,4.52,0.356,0.066,0
0,364.3,0.086,0.305,71,2,1.84,0.286,0,0
0,382.0,0.337,0.261,48,6,0.67,0.716,0.004,1
0,146.1,0.144,0.844,4,5,4.13,0.414,0,1
0,360.9,0.033,0.761,79,0,22.7,0.0,0.016,0
1,0.0,0.053,0.614,5,1,14.54,0.274,0.186,1
1,0.0,0.311,0.451,64,3,3.8,0.445,0.147,1
0,211.7,0.056,0.541,80,1,1.76,0.072,0,0
0,62.5,0.041,0.74,40,2,8.68,0.23,0.013,0
0,66.1,0.011,0.403,48,2,6.42,0.299,0.064,0
0,24.5,0.253,0.792,9,6,6.69,0.706,0.026,1
0,473.8,0.25,0.538,40,1,14.36,0.172,0,0
0,365.4,0.34,0.885,25,2,14.82,0.237,0.09,0
0,62.5,0.031,0.525,55,1,7.63,0.193,0.097,0
0,499.6,0.187,0.848,65,3,10.19,0.312,0.086,0
0,259.6,0.297,0.977,30,0,26.4,0.043,0.082,0
0,427.6,0.155,0.47,22,0,21.6,0.0,0,0
0,17.4,0.144,0.477,9,3,14.9,0.401,0.043,0
0,160.7,0.108,0.831,11,0,28.7,0.123,0.092,0
0,423.3,0.212,0.401,59,0,29.2,0.007,0,0
0,59.5,0.249,0.655,71,4,2.63,0.631,0.051,1
0,124.4,0.079,0.451,17,0,23.1,0.0,0.039,0
0,208.5,0.303,0.313,69,0,9.5,0.0,0.137,0
0,106.1,0.262,0.39,78,0,22.7,0.18,0.085,0
0,253.4,0.035,0.546,74,1,2.87,0.118,0.104,0
1,0.0,0.156,0.898,75,0,7.2,0.012,0.236,1
0,408.5,0.084,0.686,22,6,8.54,0.867,0.178,0
0,443.2,0.054,0.694,75,4,4.25,0.379,0.018,0
1,0.0,0.115,0.74,72,1,14.39,0.135,0.011,1
0,356.0,0.008,0.716,25,4,11.3,0.279,0.075,0
0,239.3,0.331,0.615,16,0,24.5,0.03,0,0
0,447.9,0.237,0.523,20,3,11.74,0.238,0.03,0
0,284.2,0.037,0.422,80,6,10.98,0.626,0,0
0,434.9,0.175,0.402,44,1,12.08,0.285,0.173,0
0,201.4,0.013,0.784,11,2,12.78,0.237,0.043,0
0,200.6,0.155,0.53,66,1,8.88,0.38,0.03,0
0,53.8,0.019,0.93,63,2,1.55,0.176,0.039,1
0,188.3,0.343,0.425,61,1,12.8,0.105,0,0
1,0.0,0.048,0.633,53,0,5.3,0.0,0.162,0
1,0.0,0.283,0.487,52,0,8.7,0.024,0.073,0
1,0.0,0.346,0.766,52,6,13.08,0.664,0,1
0,279.5,0.033,0.315,46,3,6.6,0.357,0.004,0
0,429.2,0.043,0.456,67,0,18.7,0.044,0.127,0
0,171.5,0.034,0.786,18,4,1.93,0.562,0.085,1
1,0.0,0.162,0.264,44,1,6.81,0.037,0.032,0
0,217.2,0.162,0.286,68,0,16.5,0.159,0.085,0
0,379.8,0.168,0.606,74,1,1.92,0.369,0,0
1,0.0,0.006,0.478,72,1,7.8,0.1,0.129,1
1,0.0,0.06,0.542,14,2,14.73,0.279,0.09,0
1,0.0,0.292,0.533,64,0,16.1,0.168,0,1
0,472.1,0.073,0.567,28,0,14.0,0.24,0.169,0
0,363.8,0.293,0.752,78,1,8.0,0.443,0,0
0,350.0,0.273,0.462,78,6,8.11,0.61,0.119,0
0,108.0,0.146,0.509,24,2,14.3,0.264,0,0
0,230.6,0.258,0.574,38,2,4.19,0.101,0.021,0
0,128.2,0.273,0.357,55,2,11.37,0.36,0.144,0
0,472.4,0.052,0.294,22,2,9.94,0.392,0,0
0,62.2,0.058,0.771,34,0,12.2,0.103,0,0
0,470.6,0.292,0.571,59,0,5.7,0.042,0.085,0
1,0.0,0.278,0.808,47,0,22.0,0.028,0.199,1
0,230.8,0.309,0.879,71,2,13.9,0.297,0,0
0,345.8,0.329,0.396,29,3,3.16,0.434,0.011,0
0,88.4,0.098,0.409,10,0,18.5,0.098,0.07,0
0,380.6,0.114,0.456,3,4,5.21,0.428,0,0
0,495.7,0.173,0.373,8,0,25.6,0.018,0.07,0
0,487.7,0.197,0.715,28,3,6.23,0.32,0.093,0
0,184.4,0.072,0.714,6,2,0.84,0.304,0.034,0
1,0.0,0.152,0.572,35,2,12.77,0.28,0.053,1
0,286.9,0.295,0.366,72,2,11.76,0.26,0.205,0
0,313.7,0.098,0.274,53,0,27.5,0.012,0.093,0
0,129.9,0.024,0.929,39,2,12.88,0.261,0.153,0
0,494.8,0.099,0.424,30,5,7.81,0.429,0.016,0
0,380.0,0.086,0.403,61,5,6.69,0.486,0.149,0
0,286.5,0.259,0.327,47,1,1.81,0.325,0.031,0
0,163.4,0.306,0.916,66,0,11.1,0.0,0,0
0,235.3,0.206,0.785,32,0,19.9,0.146,0,0
0,314.8,0.279,0.479,72,1,1.95,0.213,0,0
0,472.6,0.299,0.351,16,6,13.81,0.649,0.087,0
1,0.0,0.149,0.421,81,5,9.1,0.463,0,1
0,164.5,0.048,0.673,73,2,10.52,0.31,0,0
0,59.2,0.224,0.763,15,3,7.53,0.422,0,1
0,238.4,0.341,0.431,65,0,29.3,0.0,0.049,0
0,353.2,0.189,0.765,81,1,11.69,0.022,0.027,0
0,320.7,0.29,0.946,60,5,9.05,0.463,0.023,1
0,91.3,0.164,0.941,46,0,27.1,0.158,0.003,0
0,370.3,0.186,0.707,26,3,2.46,0.355,0.035,0
0,332.6,0.273,0.387,41,2,1.66,0.395,0.008,0
0,94.6,0.304,0.645,36,6,14.04,0.51,0.125,1
1,0.0,0.144,0.902,80,0,26.3,0.042,0.073,1
0,52.7,0.199,0.802,4,6,6.55,0.724,0.158,1
0,138.5,0.291,0.29,7,2,6.74,0.275,0.086,0
0,327.0,0.007,0.285,71,5,3.68,0.504,0.089,0
0,419.8,0.033,0.77,76,2,14.49,0.213,0.091,0
0,332.9,0.112,0.85,28,0,16.9,0.001,0.067,0
0,15.1,0.2,0.384,27,0,16.1,0.204,0.01,0
0,339.9,0.072,0.336,2,1,4.61,0.239,0.097,0
0,200.7,0.097,0.684,23,0,16.6,0.101,0.007,0
0,243.5,0.147,0.707,49,5,4.74,0.528,0.033,1
0,242.0,0.3,0.55,70,3,9.49,0.454,0.005,0
0,30.2,0.059,0.435,47,0,24.2,0.089,0.105,0
0,255.5,0.136,0.752,80,0,14.0,0.089,0.023,0
0,195.5,0.266,0.279,22,0,9.9,0.0,0.101,0
0,301.9,0.079,0.472,47,0,7.3,0.056,0.041,0
1,0.0,0.211,0.404,13,0,11.5,0.0,0.08,0
0,153.9,0.159,0.382,75,2,11.05,0.133,0.166,0
0,440.5,0.09,0.35,32,1,6.36,0.342,0,0
0,442.3,0.03,0.81,8,0,28.5,0.0,0.104,0
0,292.7,0.038,0.276,23,6,12.7,0.631,0.044,0
0,26.3,0.315,0.574,27,5,7.88,0.536,0.069,1
0,336.3,0.008,0.78,66,4,14.03,0.476,0.096,0
1,0.0,0.225,0.79,24,4,9.88,0.555,0,1
0,341.4,0.283,0.738,8,2,3.46,0.224,0.006,0
1,0.0,0.265,0.723,40,0,26.1,0.037,0,0
0,415.9,0.243,0.781,27,0,18.6,0.0,0.124,0
0,421.1,0.267,0.678,80,3,3.28,0.368,0.089,0
1,0.0,0.294,0.658,13,0,17.3,0.0,0.018,0
0,388.6,0.082,0.854,81,4,6.63,0.636,0.103,0
0,208.6,0.102,0.667,13,6,14.33,0.67,0.215,1
0,158.2,0.346,0.331,36,5,9.35,0.484,0.034,0
0,303.4,0.022,0.579,81,2,4.25,0.203,0.02,0
1,0.0,0.26,0.424,75,0,24.6,0.05,0,0
0,238.3,0.189,0.826,81,2,9.69,0.326,0.032,0
1,0.0,0.203,0.627,49,5,13.85,0.598,0,1
1,0.0,0.033,0.519,76,0,16.9,0.304,0,0
0,441.1,0.071,0.272,73,3,2.81,0.394,0.078,0
0,279.6,0.228,0.89,40,0,21.5,0.106,0.055,0
0,476.2,0.064,0.435,72,2,8.33,0.244,0,0
0,362.4,0.31,0.38,21,2,6.18,0.276,0.052,0
1,0.0,0.042,0.821,28,1,10.25,0.164,0.098,1
0,169.8,0.208,0.706,39,4,10.37,0.602,0,1
0,407.1,0.326,0.658,34,1,6.41,0.157,0.085,0
0,478.8,0.16,0.553,47,5,7.04,0.651,0,0
0,10.4,0.321,0.444,42,0,13.8,0.1,0.074,0
0,255.6,0.028,0.842,46,6,0.74,0.804,0.131,1
1,0.0,0.191,0.709,24,3,4.11,0.167,0,1
0,211.4,0.35,0.273,30,3,9.26,0.263,0,0
0,294.9,0.198,0.926,59,0,23.7,0.088,0.099,0
1,0.0,0.135,0.695,65,0,14.6,0.0,0.174,1
0,96.7,0.312,0.663,5,6,12.41,0.609,0,1
1,0.0,0.087,0.794,30,4,7.96,0.423,0,1
0,16.1,0.042,0.283,49,5,12.29,0.756,0.094,1
1,0.0,0.261,0.815,30,0,5.7,0.116,0.01,1
0,465.7,0.051,0.939,42,6,10.09,0.735,0.147,0
1,0.0,0.025,0.368,8,3,5.16,0.507,0,1
1,0.0,0.189,0.673,43,0,23.6,0.055,0,0
0,455.2,0.115,0.556,52,2,12.56,0.478,0.086,0
0,315.0,0.091,0.845,9,4,13.86,0.446,0.071,0
0,207.1,0.046,0.626,50,6,14.06,0.553,0.076,1
1,0.0,0.117,0.701,44,0,12.7,0.122,0.069,1
0,69.1,0.057,0.769,20,6,9.47,0.677,0.021,1
0,324.8,0.026,0.489,8,6,3.1,0.687,0.168,0
1,0.0,0.26,0.3,56,4,7.52,0.457,0.072,1
0,427.4,0.109,0.628,47,3,6.75,0.411,0,0
0,434.3,0.271,0.988,81,3,6.5,0.499,0.112,0
0,489.0,0.241,0.646,60,4,9.1,0.499,0.116,0
0,486.1,0.013,0.494,81,2,5.52,0.242,0,0
0,137.7,0.251,0.488,4,6,2.2,0.568,0,1
0,11.3,0.1,0.756,80,1,5.12,0.103,0.142,1
0,306.1,0.276,0.298,12,0,22.0,0.019,0,0
0,385.9,0.258,0.477,12,4,6.29,0.583,0.014,0
0,271.7,0.004,0.633,38,0,29.3,0.031,0,0
1,0.0,0.072,0.5,28,0,10.0,0.174,0.005,0
0,256.5,0.178,0.872,19,0,17.6,0.065,0.15,0
0,302.3,0.014,0.688,3,0,18.5,0.024,0,0
0,48.6,0.07,0.534,69,2,8.29,0.196,0,0
0,89.9,0.14,0.329,30,0,12.4,0.0,0.084,0
0,120.7,0.317,0.513,47,2,10.81,0.246,0.013,0
0,433.1,0.238,0.93,56,0,16.1,0.142,0.081,0
0,367.3,0.202,0.624,32,2,2.42,0.312,0,0
1,0.0,0.132,0.875,64,2,1.57,0.382,0.047,1
0,12.9,0.317,0.465,75,2,3.93,0.38,0.003,1
0,191.8,0.045,0.318,27,1,12.64,0.055,0,0
0,300.3,0.346,0.428,78,0,14.1,0.055,0.112,0
0,347.4,0.269,0.671,5,2,3.85,0.36,0.125,0
0,315.4,0.187,0.811,37,3,14.05,0.442,0.017,0
0,490.9,0.207,0.41,10,5,4.58,0.53,0.12,0
0,319.0,0.042,0.494,37,4,3.56,0.446,0.167,0
0,205.1,0.142,0.73,62,0,17.3,0.0,0.052,0
0,60.2,0.147,0.517,24,0,12.4,0.059,0.08,0
0,451.9,0.142,0.73,73,2,7.81,0.345,0.063,0
0,122.9,0.254,0.784,41,2,1.28,0.409,0,1
0,73.2,0.089,0.604,42,3,8.72,0.441,0.077,0
0,57.6,0.284,0.474,23,0,19.3,0.215,0.038,0
1,0.0,0.223,0.877,43,2,8.92,0.16,0.084,1
0,359.6,0.173,0.581,11,0,14.4,0.101,0,0
0,497.0,0.243,0.317,48,1,12.91,0.166,0.015,0
0,221.9,0.085,0.359,4,3,3.58,0.371,0.027,0
0,151.7,0.014,0.501,61,2,14.05,0.338,0,0
0,136.6,0.154,0.753,53,4,13.08,0.36,0.036,0
0,346.1,0.008,0.855,73,2,9.44,0.275,0.192,0
0,481.1,0.173,0.618,4,0,25.0,0.041,0,0
0,170.8,0.094,0.476,25,2,6.83,0.198,0,0
0,24.4,0.251,0.989,54,6,2.74,0.892,0.063,1
0,457.7,0.172,0.387,72,2,13.36,0.0,0.042,0
0,367.8,0.01,0.557,75,1,5.99,0.122,0.158,0
0,315.7,0.279,0.31,77,6,7.36,0.608,0,1
0,340.9,0.304,0.525,60,2,7.07,0.336,0.117,0
0,422.5,0.15,0.272,30,1,12.17,0.101,0,0
0,442.7,0.278,0.456,24,1,5.07,0.001,0,0
0,266.1,0.076,0.661,19,5,12.66,0.5,0,0
1,0.0,0.32,0.639,2,2,12.3,0.227,0.115,1
0,80.0,0.146,0.329,53,5,4.23,0.511,0.079,1
1,0.0,0.282,0.905,39,5,4.68,0.655,0.102,1
0,12.0,0.026,0.739,61,0,27.7,0.159,0,0
0,157.1,0.289,0.485,22,4,10.59,0.368,0.138,0
1,0.0,0.184,0.566,12,6,7.5,0.59,0.138,1
1,0.0,0.017,0.41,49,5,9.82,0.519,0,1
1,0.0,0.21,0.739,40,4,6.71,0.376,0.072,1
1,0.0,0.085,0.902,25,0,10.0,0.0,0.059,0
